,Unnamed: 0,similarity,sentence1,sentence2,label
8417,8417,entailment,"Three individuals sit at a table, smiling.",people at a table,1
8418,8418,entailment,Four girls in a blue cheerleader outfit.,Four cheerleaders.,1
8419,8419,entailment,A boy and a girl are standing on a riverbank facing the water.,The boy and girl are standing.,1
8420,8420,contradiction,A slender man playing guitar on stage.,The man is playing the guitar in his bedroom.,0
8421,8421,entailment,"A baseball player wearing red, white and blue gets ready to bat as his teammates stand behind him and watch.",A baseball player plays baseball.,1
8422,8422,neutral,Four dogs are being walked by two owners.,Four dogs drag their two owners down the street.,2
8423,8423,neutral,Old lady making tea before she dies.,An elderly woman makes tea.,2
8424,8424,entailment,A man wearing a navy sweater and turban smokes from a hookah.,A man is smoking a hookah.,1
8425,8425,entailment,Someone having fun on their surfboard in the clear blue ocean.,someone surfing,1
8426,8426,entailment,A bald man plays guitar while a spotlight is on him.,A bald man plays guitar.,1
8427,8427,entailment,A woman in full bike gear pedals her road bike on a street near a field.,A lady rides her bike outdoors.,1
8428,8428,contradiction,"A couple sits on a ledge to the left of a large tower of pink, purple and blue cotton candy.",A couple is sitting on a couch.,0
8429,8429,entailment,A person wearing all white is sitting on concrete while a cat sits behind them.,A person and cat are sitting near each other.,1
8430,8430,contradiction,Two men on rollerskates are facing one another as others are passing them or coming upon them as an audience watches their interaction.,The men are passing them.,0
8431,8431,neutral,A crowd of people surrounding a woman in white wearing sunglasses.,A crowd of students gathered around their teacher.,2
8432,8432,entailment,A man sits on the side of his boat while fumbling with a knot in his fishing net.,A man is out on the water.,1
8433,8433,entailment,a guy in a white shirt is sitting between a table and a full suitcase.,A man is sitting between a table and full suitcase while wearing a white shirt.,1
8434,8434,neutral,Two men in hula skirts are standing at the top of a ramp in a truck.,Two men are doing a hula dance at the top of a ramp in a truck.,2
8435,8435,entailment,A pitcher is getting ready to throw a ball during a baseball game.,"At the baseball game, a pitcher throws the ball.",1
8436,8436,neutral,"Two men and a woman sitting at a table, one man in the middle has his mouth open getting ready to cover it.",The man is about to yawn.,2
8437,8437,neutral,A squirrel jumps in the snow.,A squirrel is looking for food in the snow.,2
8438,8438,contradiction,A man in a blue shirt gesticulates as he speaks to a uniformed official.,A man keeps his arms by his sides as he talks with his friend.,0
8439,8439,neutral,A trumpet player reads sheet music in a performance.,A female trumpet player reads sheet music.,2
8440,8440,entailment,"A bicyclist is examining his bike as it lies on its side on the track, while in the background a number of other people are crouched over bikes as well.","A biker looks at his bike on the side of the track, while others do the same.",1
8441,8441,entailment,A group of dancers takes their bows.,A group of dancers are indoors.,1
8442,8442,entailment,A child in a blue shirt is holding something in his hand on a lake shore.,A child holds something in his hand.,1
8443,8443,neutral,A boy in a gray sweatshirt is laughing while someone helps him put his foot over his head.,A boy in a grey shirt is doing yoga.,2
8444,8444,contradiction,a brown dog jumping into the beach,A cat is on the beach,0
8445,8445,contradiction,Two small babies are sitting in identical strollers.,The small babies are sitting in their car seats in a sedan.,0
8446,8446,contradiction,Three children are playing on the shoreline with a ferry docked in the background.,The children are unable to move.,0
8447,8447,contradiction,Native Americans are dressed up in native clothing and are participating in an activity together.,The Native Americans wear everyday American dress.,0
8448,8448,entailment,A large conference with videographers in the foreground.,A large conference with videographers.,1
8449,8449,entailment,Two children and an adult admire a newborn baby held by the adult.,There are four people.,1
8450,8450,contradiction,Two girls in denim shorts stand in a puddle of water.,Two girls are ready to go to school.,0
8451,8451,contradiction,A man in a baseball cap playing a black acoustic guitar.,A man eating his breakfast next to his black electric guitar.,0
8452,8452,contradiction,A man in a blue water suit surfs on a small wave.,A female surfer is wearing a bikini.,0
8453,8453,neutral,Two kids peek their head from a pile of leaves on a beautiful fall day.,The two kids were playing outside and enjoying their time,2
8454,8454,contradiction,People on the roof of a building look down on a crowded street.,People are inside of the building.,0
8455,8455,neutral,Two people are sitting on a huge rock formation.,Two people are on the top of a mountain.,2
8456,8456,entailment,A man playing an instrument underneath some stairs and a red car in the background.,Music is being played by someone in front of a vehicle.,1
8457,8457,entailment,Women swimmers are forming an elaborate shape in the middle of a huge pool.,The swimmers are swimming together.,1
8458,8458,contradiction,Guy running head first focusing on winning.,Someone lost the race,0
8459,8459,contradiction,(ROOT (NP (NP (NNP PEOPL)) (:,) (NP (NP (NNP E) (NNP WERE)) (PP (IN ON) (NP (NNP GRASS)))))),0
8460,8460,contradiction,A shirtless man in blue swimsuit bottoms holding swim goggles.,A cat is eating food.,0
8461,8461,contradiction,"A young boy examines a field of pumpkins, with some already in his wheelbarrow.",The young boy is at the doctors getting a checkup.,0
8462,8462,neutral,"Runners, some in costume, in a St Paddy's day Marathon run in the streets as people watch.",Many runners are wearing green.,2
8463,8463,neutral,"A young, college age man, is playing his instrument of choice: the acoustic guitar.",A man is part of a band playing guitar on a stage.,2
8464,8464,contradiction,The child in the green one piece suit is walking past a store window.,The kid has a blue one piece,0
8465,8465,entailment,The police in the neon jackets stood guard against the large crowd.,Police and a crowd were near each other.,1
8466,8466,entailment,People walking in a long hallway.,Some people are walking.,1
8467,8467,entailment,A few people do outdoor work on a sunny day.,A person doing work outside.,1
8468,8468,neutral,A boy smiles while he loads up his toy with fake bullets.,A boy plays cops and robbers with his friends.,2
8469,8469,contradiction,"A girl riding a red bicycle in red heels and leg warmers, carrying takeout in a bag.",A man is eating at the bar.,0
8470,8470,entailment,There is a massive crowd by Oxford Circus Station.,A lot of people are gathered at the station.,1
8471,8471,entailment,A image of a pole casting the shadow of a woman.,There are shadows coming form the pole,1
8472,8472,neutral,A old man with a cane standing outside.,An old man talks to his neighbor while standing in the park.,2
8473,8473,contradiction,Two child soccer players wrestle for the ball.,Two kids kick the ball.,0
8474,8474,contradiction,Two children with their faces painted are sitting on the floor.,The kids are pouring paints on people on the streets.,0
8475,8475,entailment,A woman wearing a gray scarf and carrying shopping bags walking down the sidewalk.,The woman is holding onto bags while walking down the sidewalk.,1
8476,8476,entailment,A blond kid is sitting on a rope at the playground.,a kid at the playground,1
8477,8477,contradiction,A man in a red shirt listens to a woman.,a man commits suicide because of a woman's nagging.,0
8478,8478,entailment,A little girl in a red snowsuit sits on a snowball in a backyard.,A little girl sits on a snowball.,1
8479,8479,contradiction,A woman is standing outside near many bicycles.,There is a man outside standing near the bicycles.,0
8480,8480,entailment,constructions workers are building a house.,Houses are being built.,1
8481,8481,entailment,Three children playing on a beach.,The children are playing outside.,1
8482,8482,contradiction,An attractive girl sells things to boys.,The girl is buying things from the boy,0
8483,8483,entailment,A player sits on the bench while watching his teammates play ice hockey.,The person is part of a hockey team.,1
8484,8484,entailment,Man walking while wearing snowshoes with a mountain in the background.,It has snowed recently.,1
8485,8485,entailment,People walking past graffiti.,A few people walking past paint.,1
8486,8486,entailment,A man is firing a handgun.,a man fires a handgun,1
8487,8487,neutral,A man plays his guitar while sitting.,man giving concert,2
8488,8488,contradiction,"A closeup of a child's face eating a blue, heart shaped lollipop.",A kid eating at Taco Bell.,0
8489,8489,contradiction,"A man dressed in rags, a pajamas and a hat is taking a picture of himself by shooting at a mirror in front of him.",the man is dressed in a clean tuxedo,0
8490,8490,neutral,Three people are standing outside a big white boat.,The people are outsidet the boat,2
8491,8491,neutral,A young blond woman in a blue top sits at a green table studying,The young women is in college.,2
8492,8492,neutral,The fruits should be treated with lemon juice when sliced to prevent oxidation.,The fruits will oxidize eventually.,2
8493,8493,entailment,A flag football player in a red jersey is being pursued by one in a blue jersey.,A game is being played by two teams.,1
8494,8494,entailment,A bicyclist in a helmet and a man in a business suit both talk on cellphones near a fountain.,A bicyclist talks on a cellphone near a fountain.,1
8495,8495,neutral,Man with long beard holding some type of food.,A man is holding food,2
8496,8496,entailment,An elderly woman is looking at a teenage boy,Elderly woman looking at a boy.,1
8497,8497,contradiction,"Women of different ethnicities stand in a room, holding red and yellow darts.",A roomful of white women hold black darts.,0
8498,8498,neutral,"Two boys are sitting on a pole next to a car, and one of them has a tray of bread sitting on his head.",A young boy trades his mother's bread with a ride in another boys' parents' car.,2
8499,8499,entailment,A woman in a blue and white outfit is covering her mouth.,A woman is wearing an outfit.,1
8500,8500,contradiction,Several people in a band jumping up and down to the music.,The people are standing still,0
8501,8501,entailment,A brown-haired woman in a necklace carefully applies makeup to her cheeks.,a woman wearing a necklace,1
8502,8502,contradiction,Man with red marks around mouth standing with two women who are wearing black.,Three people playing golf.,0
8503,8503,contradiction,A swimmer wearing a cap and goggles swimming in a lake.,A man is sleeping.,0
8504,8504,entailment,a guy meditating on grass with his eyes closed,A guy is meditating.,1
8505,8505,neutral,A woman wearing a white shirt and gray shorts using a shovel to dig in snow.,The woman is clearing her driveway of snow.,2
8506,8506,entailment,A military or police officer stands by as people pass in a public square.,A person is standing in public.,1
8507,8507,neutral,A young woman with curly red-hair wearing a blue shirt.,A woman with curly red hair is standing.,2
8508,8508,contradiction,a woman in a red jacket watches as a black and brown dog runs away from her in woodland clearing.,A woman is wearing a blue jacket,0
8509,8509,neutral,Men in orange work suits and hard hats working.,Some people are working with heavy tools.,2
8510,8510,contradiction,A young boy throwing a ball.,A young girl is throwing a ball,0
8511,8511,entailment,"A woman in a purple outfit, on a bike, is kissing a man.",woman and man kiss,1
8512,8512,entailment,A guy in a hat and white shirt selling frozen treats on the street.,The man is selling his treats outside.,1
8513,8513,contradiction,Black man in a nice suite that matches the rest of the choir he's singing with near a piano.,nobody is singing,0
8514,8514,contradiction,A man wearing goggles exits a pool by the ladder.,A man is sleeping.,0
8515,8515,neutral,A boy wearing a hooded sweatshirt is looking down attempting to fix a brightly colored umbrella.,A boy is drenched with the rain.,2
8516,8516,neutral,An elderly African woman poses for the camera in her village.,A lady is smiling for the camera,2
8517,8517,contradiction,"A good-looking firefighter sets up ""Do Not Cross"" tape in the city.",A firefighter is sleeping.,0
8518,8518,neutral,Two women are sitting at a table and drinking beer.,Two ladies meet at the bar for happy hour and to gossip.,2
8519,8519,entailment,Groups of men sit at banquet tables.,Groups of men are sitting at tables.,1
8520,8520,entailment,A man with a whistle in his mouth climbing stairs carrying a tray of food on his shoulder.,The man withe the whislte is walking up the stairs.,1
8521,8521,contradiction,A man and a woman having an intimate conversation in front a statue.,A couple are having dinner in a restaurant.,0
8522,8522,contradiction,A young boy is sitting on the grass.,A child is at home,0
8523,8523,contradiction,"A man in an orange ball cap, sunglasses and orange reflector jacket holding a pole standing next to another man in a striped shirt and glasses.",the man is at home sleeping,0
8524,8524,neutral,A group of cats sit in the grass.,A family of cats sit in the grass.,2
8525,8525,neutral,Three black dogs retrieving an item from a body of water.,The dogs are fetching a stick.,2
8526,8526,neutral,A couple is kissing on a bridge.,A couple celebrates getting engaged on the bridge.,2
8527,8527,neutral,Two men pass on the street.,they are walking,2
8528,8528,entailment,Two guys joking around with each other.,The guys are jokers.,1
8529,8529,entailment,A boy jumping to hit a tennis ball with his racket,A boy jumps.,1
8530,8530,neutral,A homeless man standing in a construction site.,A homeless man begs at a construction site,2
8531,8531,neutral,A man with a cigarette hanging out his mouth playing pool.,a guy with a a pool cue is smoking.,2
8532,8532,entailment,A black and a black dog are running side by side.,Two black dogs run next to each other,1
8533,8533,contradiction,A young Asian girl holds a stuffed cat toy in a classroom.,A stuffed cat toy sits alone in a classroom.,0
8534,8534,neutral,A lady pouring some type of liquid into what looks like a giant glass bowl.,The woman just made chicken broth.,2
8535,8535,contradiction,A man at his workplace with a hawk perched on his hand.,A man never work at his workplace.,0
8536,8536,neutral,Two men painting with their supplies around them.,Two painters working,2
8537,8537,neutral,Two boys dressed up at a school.,The boys are wearing a school uniform.,2
8538,8538,contradiction,Two people in a dark room look carefully at their computers.,Two people are asleep in bed.,0
8539,8539,entailment,A man is sleeping on a bench.,The man is asleep,1
8540,8540,entailment,Man with orange dyed hair playing an electric guitar.,The man is playing the guitar.,1
8541,8541,neutral,A group of people are protesting in a grassy area.,The group is protesting police brutality toward minors,2
8542,8542,neutral,An attractive girl with a cigarette in one hand leaning over and showing lots of cleavage.,The girl is smoking a cigarette.,2
8543,8543,entailment,"Some people are dressed in classical European attire, while holding books and a drum.",Dressed people are holding things,1
8544,8544,neutral,"On lightly cloudy day, a bicyclist rides through an outdoor course while several onlookers watch.",A man is on par to set a new record in the bike race.,2
8545,8545,contradiction,A woman in a red shirt looks very happy next to a man playing a guitar in a very futuristic setting while a camera records them both.,A man is playing a piano.,0
8546,8546,entailment,There is a little blond-hair girl with a green sweatshirt and a red shirt playing on a playground.,There is a little blond-hair girl with a green sweatshirt and a red shirt playing outside.,1
8547,8547,contradiction,A man is wearing Rollerblades standing on a paved area near a park bench.,A man sleeps by the lake.,0
8548,8548,entailment,Black man using a telephone booth and holding his hand to the door.,The man is inside the telephone booth.,1
8549,8549,entailment,A man in a silver gray tea shirt parked his red bicycle up against a tree.,Man has a grey shirt,1
8550,8550,contradiction,A bride carrying purple flowers.,the blue flowers are gorgeous.,0
8551,8551,contradiction,A man and woman sit in a brightly lit stage set.,A man and woman run through the crowds at a baseball game.,0
8552,8552,contradiction,A lot of people walking through a narrow city street.,People are running.,0
8553,8553,contradiction,A man in a blue shirt is talking to a woman on a bus.,A man is swimming in a pool.,0
8554,8554,neutral,A girl holds the arm of a boy in black.,girl missed her boyfriend,2
8555,8555,neutral,"A group of construction workers wearing orange and yellow hats, orange reflective vests, orange pants, and brown boots are standing at a subway stop.",Tall humans standing,2
8556,8556,contradiction,A climber is sillhouetted against the sky and rocks as he hangs by a rope from another rock.,Climber climbing,0
8557,8557,entailment,The dog is jumping up beside a red wall.,A dog is jumping on a read wall,1
8558,8558,contradiction,"Two men, one wearing a yellow shirt and the other wearing white glasses, are walking across the street.","Two men, one wearing a blue shirt and the other wearing white glasses, are walking across the street.",0
8559,8559,entailment,Two black dogs run through the snow with a red toy in one dog's mouth.,The Two black dogs are outside.,1
8560,8560,neutral,An older gentleman rides his bike along the side of a road in a rural area.,He is retired.,2
8561,8561,neutral,A topless mannequin with a white skirt is being displayed in a window.,A topless mannequin at a large department store is displaying the newest skirt fashions,2
8562,8562,neutral,Kids are dressed in costume and playing a game.,Kids dressed in costume are playing a game on holloween.,2
8563,8563,contradiction,"People sit at a beach watching the water, with a man on a stand labeled Pipe Challenge.",people are at home sleeping,0
8564,8564,contradiction,A dog enjoys playing in the water at the edge of a field.,A dog is swimming in the mud.,0
8565,8565,neutral,A tractor with a shovel arm is operated by a orange vest wearing driver at a construction site.,The guy operating the tractor is getting sick.,2
8566,8566,entailment,"As the blue sky is dappled with white, fluffy clouds, two people are standing together near a seating area with green umbrellas.",Some people are not using the seating area.,1
8567,8567,entailment,A young lady is getting ready to sing into a microphone.,Someone is prepared to perform with a microphone.,1
8568,8568,contradiction,A woman in a top hat is trying to get into a maroon car at night.,A car gets into a woman at night.,0
8569,8569,contradiction,Juggler on beach in blue swimsuit.,Juggler on the road.,0
8570,8570,neutral,"A man, with a machete clinging to his side, climbs a tree.",The man with the machete is trying to kill a bird in the tree.,2
8571,8571,contradiction,A baby and a toddler are smiling whilst playing in a nursery.,Kids are working on their homework.,0
8572,8572,neutral,Men sitting in a stone room chipping away at rocks.,Men working to knock down a wall.,2
8573,8573,entailment,Four people are sitting around a table talking.,Four people are sitting.,1
8574,8574,neutral,"Three women, all doing something different, are sitting on a bench.",Three women are at the mall.,2
8575,8575,entailment,A Batista making coffee with another person in the background writing on a clipboard.,Someone is making coffee,1
8576,8576,contradiction,A man is transporting flat objects down the street.,The man is laying in his bed.,0
8577,8577,contradiction,a young man standing next to his motorcycle in a poor side of town waving to camera.,A man drinking a beer.,0
8578,8578,contradiction,two people working in water next to field,Three people are relaxing inside.,0
8579,8579,neutral,A man wearing a white shirt is wearing an at&t headphone at a game.,An old man at a basketball game.,2
8580,8580,entailment,A snowboarder makes a jump against a wooded background.,A person is outside in the snow.,1
8581,8581,contradiction,"An older man stands in a white tank top and blue jeans, holding something to smooth down concrete.",a chicken is cold,0
8582,8582,entailment,Three children in neon colors play soccer while young man watches,A young man watches three children in neon colors playing soccer.,1
8583,8583,contradiction,Two small dogs run through the grass.,two small dogs are sleeping in the grass,0
8584,8584,contradiction,a person welding on a steel frame,a couple out on a date,0
8585,8585,neutral,"A man with a beer and another man facing each other, talking.",A man is talking about sports with another man.,2
8586,8586,contradiction,Little girl in pink coat on a swing.,Little girl napping on the chair.,0
8587,8587,contradiction,A man and woman sit at a table inside a fast food restaurant.,They are taking a nap.,0
8588,8588,neutral,"A woman with a blue shirt, two men and someone else with orange shorts are playing volleyball.",The woman is happy.,2
8589,8589,entailment,A red vehicle is being reflected in a store window while two casually dressed middle-aged men walk and converse.,There is a vehicle in a window while two ladies walk by.,1
8590,8590,entailment,A couple walk through a white brick town.,People are walking outdoors.,1
8591,8591,contradiction,The white dog is being squirted in the face with a jet of water.,The cat sips water in the yard.,0
8592,8592,neutral,The scuba diver shows off something he found underwater.,The scuba diver still has his diving gear on.,2
8593,8593,contradiction,A man is about to fall off of a ladder.,A man steps on a stepstool.,0
8594,8594,entailment,People are getting their clothes cleaned.,people getting their dirty clothes cleaned,1
8595,8595,entailment,A large yellow dog is sitting on a hill.,"A dog is outside on a hill.,",1
8596,8596,contradiction,Four little girls playing soccer.,Four girls playing tennis.,0
8597,8597,contradiction,A man and woman sitting on a bench.,a family of wolves eating a deer,0
8598,8598,entailment,Baseball players are playing on a field in a stadium filled with people.,Baseball players are playing with a stadium of people watching.,1
8599,8599,neutral,Italian beach woman volleyball team playing team USA during London Olympics 2012,Both sides are very competitive.,2
8600,8600,contradiction,A woman in red sips a drink as she looks at the people below her.,A woman in black sips a drink as she looks at the dogs below her.,0
8601,8601,contradiction,A group of women wearing all black uniforms play various stringed instruments.,They are wearing white.,0
8602,8602,entailment,Italian beach woman volleyball team playing team USA during London Olympics 2012,Italy versus USA in beach volley ball at the 2012 London Olympics.,1
8603,8603,contradiction,A pit crew makes repairs to a motocross bike while the pit crew boss supervises.,A crew is sleeping.,0
8604,8604,entailment,This is a scene in the middle of the action of a football game.,This is a scene in the middle of a football game.,1
8605,8605,entailment,A woman looks through a telescope.,A woman is using a telescope.,1
8606,8606,contradiction,A child sings at a religious service.,the child has been on a train all day,0
8607,8607,entailment,"Two men are walking on the street in front of a subway stop, and one has his umbrella opened and at his side.",A couple guys are outside,1
8608,8608,entailment,A woman in a red tank top and a Men's Health hat is sitting on the ground eating her lunch.,A woman in a red tank top and a Men's Health hat is sitting,1
8609,8609,neutral,People sitting next to trees on a bench.,People are sitting on a bench in autumn.,2
8610,8610,contradiction,A shirtless child dances with an adult man.,Police are knocking at the door of an apartment building that's on fire.,0
8611,8611,entailment,A green headed mallard duck flapping its wings in the water.,There is a mallard duck.,1
8612,8612,contradiction,A girl in a red and black striped shirt sits on a brick wall in front of a tropical plant.,A girl sits in front of wall by tropical fruit.,0
8613,8613,entailment,A woman in black is standing on an urban sidewalk carrying a baby in an orange baby wrap.,A woman is carrying her baby on the sidewalk.,1
8614,8614,contradiction,A woman in a red shirt is holding a black dog on a brown sofa with a little girl wearing a striped onsie with a pacifier in her mouth.,A man in a blue shirt is holding a white dog.,0
8615,8615,neutral,An elderly lady in a colorful scarf is smiling while holding a hammer and nails.,An older lady holds some tools in front of a birdhouse.,2
8616,8616,neutral,A black dog bites at a stream of water on the grass.,The dog is getting a drink of water outside.,2
8617,8617,neutral,Cyclists competing in a race are coming around a bend in the road.,Bicyclists in a race are being cheered on by spectators.,2
8618,8618,entailment,A large group of people watching a performer on a stage.,An audience watching a perfomer.,1
8619,8619,neutral,Two young female floor hockey players fight over the ball.,Two women compete in the first match of a new season.,2
8620,8620,neutral,A lady wearing a redish sweater and jeans is sitting with hands on her left knee,A lady wearing a redish sweater and jeans is sitting rubbing her knee since she fell,2
8621,8621,entailment,A dog running with something in its mouth,A running dog,1
8622,8622,entailment,A man stabs a bull in a bullfight.,The man is at at a bullfight.,1
8623,8623,entailment,A young man sitting by a dumpster on a sidewalk playing the guitar.,A young man is sitting outside,1
8624,8624,entailment,A woman and kids swimming in a lake.,A woman in kids are outside playing in water.,1
8625,8625,neutral,Two people walk down a sidewalk in between buildings.,two people are walking down the sidewalk.,2
8626,8626,neutral,Two teams compete in a game of football and are hurrying to catch the ball midair.,two teams chasing a football.,2
8627,8627,entailment,The man is sitting on the bench sleeping.,The man is sleeping.,1
8628,8628,entailment,A man in a suit is sitting at a desk and talking into a microphone.,A man is sitting.,1
8629,8629,entailment,A couple on a walking tour.,There is a couple walking,1
8630,8630,entailment,A group of people sit or walk near a yellow building with white trimming and columns with two bikes parked nearby.,A plethora of people are sitting by that yellow building.,1
8631,8631,contradiction,A man in a hat is displaying pictures next to a skier in a blue hat.,The skier is not wearing a hat.,0
8632,8632,neutral,People setting up chairs outside in a parking lot.,The parking lot has lots of people in it.,2
8633,8633,contradiction,A lady and a boy are holding hands.,The people are on opposite sides of a 4-lane highway.,0
8634,8634,neutral,A woman in a short black dress and black boots dances around with fire torches.,The woman is a professional dancer.,2
8635,8635,entailment,A baby pulling all his toys out of his bin.,The baby is playing.,1
8636,8636,neutral,A child is riding a unicycle along a riverside path next to a woman who is walking a dog.,The woman and child are a mother and son.,2
8637,8637,entailment,"In this photo, a woman and child are at the beach",There is a woman and her son outside.,1
8638,8638,entailment,In a martial arts demonstration a man with two swords faces a woman with a Chinese spear.,two people are holding weapons,1
8639,8639,entailment,"The children are playing a game, with a volleyball net and a football, on the beach.",Children have a ball.,1
8640,8640,entailment,Several people swim in a body of water.,People are swimming in the water.,1
8641,8641,entailment,a man walking down a shady street with a shopping bag.,A person is outside.,1
8642,8642,entailment,A person is hanging up pictures of women with a few onlookers watching surrounded by bikes.,the person is hanging pictures.,1
8643,8643,contradiction,A young girl in a playground is pulling the string on a pink yo-yo.,The girl is at home watching TV.,0
8644,8644,neutral,Various people hanging around outside of a building.,The people are on lunch break.,2
8645,8645,contradiction,Officer in riot gear observes demonstration.,the officer is at home snoring,0
8646,8646,neutral,A man walks in front of a bus shelter that has been spray painted.,Outside is a man by the building,2
8647,8647,entailment,Two elderly people sit in handicapped chairs on a train.,The train has handicapped seating for the elderly.,1
8648,8648,entailment,Kids play in a school yard,There are kids playing outside.,1
8649,8649,entailment,A man lit in purple light plays a guitar and sings.,A man is playing a guitar and singing in the purple light.,1
8650,8650,entailment,"At the corner of an intersection, a black vehicle waits as a woman in black holding a bag is crossing the street.",a woman crosses a street,1
8651,8651,entailment,Male tennis player with tattoo on left arm in position to hit the ball with onlooker sitting down.,The tennis player is in the middle of a game.,1
8652,8652,neutral,People are setting up chairs on a beach.,People are at the ocean.,2
8653,8653,contradiction,A man wearing all white is walking on a rope attached to a bike while surrounded by people.,A man dressed in white is making breakfast.,0
8654,8654,entailment,"A couple on a beach, the woman is touching the man's face.",A woman touches a man on the beach.,1
8655,8655,entailment,A shirtless man with a race placard on his butt is posing like a body-builder.,a person poses,1
8656,8656,contradiction,An old woman getting ready to move her belongings after along day auction held at the church compound,a man is near a church compount,0
8657,8657,neutral,A man waits for his dinner at a German restaurant.,The dinner is german.,2
8658,8658,contradiction,This photograph expresses intangible frustration.,The photo expresses a universal happiness.,0
8659,8659,entailment,A man with a colorful mohawk plays patty-cake while riot police stand-by.,A man with a mohawk is playing patty-cake.,1
8660,8660,entailment,"A man in a stadium is watching a soccer game while, holding up his teams flag.",The man is rooting for his team.,1
8661,8661,entailment,an infant screams from the backseat of a cab.,A baby yells in the back of a cab.,1
8662,8662,neutral,Two guys with fake facial hair stand together.,A meeting of the fake-beard club.,2
8663,8663,neutral,People standing in mud.,Some people are on a muddy road.,2
8664,8664,contradiction,"Group of older women wearing purple and red clothes, chili peppers jewelry, and large sombreros, sitting on a brick bench.",All the ladies are standing around wearing dull clothing.,0
8665,8665,neutral,Two people in white outfits fencing.,Two women in white outfits are fencing.,2
8666,8666,contradiction,Two individuals are running down a street in some sort of running competition.,the runners are going the wrong way,0
8667,8667,entailment,"The people are gathered in a room with a sofa, round mirror, and chandelier.",People are indoors.,1
8668,8668,neutral,A lady in a short pink miniskirt stands alone with her arms crossed.,A woman stands alone at a restaurant.,2
8669,8669,entailment,"A couple lying in the grass, one relaxing and the other writing in her notebook.",A couple laying together in the grass as the woman writes in her notebook outside.,1
8670,8670,neutral,A woman wearing a blue dress and gold belt sings with a microphone.,a very old woman sings her last song ever,2
8671,8671,entailment,Asian women in Asian costumes playing bamboo instruments.,Asian women in Asian costumes playing bamboo instruments,1
8672,8672,contradiction,Older man standing in the back of a very cluttered room.,A man is getting a sun tan.,0
8673,8673,entailment,The man washes down the walkway.,A man washes the sidewalk.,1
8674,8674,entailment,Two people working on an assembly line.,Two people work in a factory.,1
8675,8675,contradiction,Two children are climbing a rock wall while two others look on.,Two men are climbing a rock wall while two others look on.,0
8676,8676,entailment,A band is playing music on stage.,There is a band performing.,1
8677,8677,contradiction,A group of four friends meets outdoors.,A group of four friends met in the building.,0
8678,8678,contradiction,A bird splashing around in a stream.,A bird is sitting in a cage in a home.,0
8679,8679,neutral,A man walks along side a young girl riding a bicycle.,a man is talking with young girl,2
8680,8680,entailment,A white boy and black boy embrace.,The children are hugging.,1
8681,8681,entailment,A mountain biker jumping a slope outdoors in a forest area.,A biker is doing jumps by trees.,1
8682,8682,neutral,A hockey player looks intently downward.,A tall hockey player looks intently downward.,2
8683,8683,entailment,Water Boarder in mid jump wearing blue helmet and black top.,A human jumping,1
8684,8684,contradiction,A man is kicked off a bull as a rodeo clown runs up.,the woman is kicked off of the cow,0
8685,8685,entailment,The sun is blazing through the trees onto a green tent in the woods.,the sun is shining.,1
8686,8686,neutral,A woman in a tank top and jeans rides her bike along a road.,A woman is riding to her friends house to watch a movie.,2
8687,8687,contradiction,A man in a black graphic t-shirt wearing a white towel across the bottom portion of his face.,A man is trying to run away from people,0
8688,8688,neutral,Two women are sharing a black umbrella in the rain.,Two sisters are sharing an umbrella.,2
8689,8689,entailment,Tennis champ Rafael Nadal lunges to return a ball.,The tennis champ is trying hard to win the game.,1
8690,8690,contradiction,An impromptu toast among friends.,friends are fighting,0
8691,8691,neutral,Man carrying boxes into a storage container.,A man is carrying heavy boxes.,2
8692,8692,neutral,A mall security guard holds a vulture puppet on his arm.,A security guard is entertaining customers.,2
8693,8693,neutral,A baseball player in uniform who just threw a ball.,The ball player threw the ball to first base in time to get the other team out.,2
8694,8694,entailment,"Two men are toasting a cup of beer together, while another watches.",Two men are holding beers.,1
8695,8695,neutral,A downhill slalom skier leaning through a turn.,The skier is in a race.,2
8696,8696,entailment,"Brown and white dog runs towards camera, casting long shadow on dirt.",A dog runs outside.,1
8697,8697,entailment,A blond girl in a gray tank top is serving a drink to a guy in a white shirt who is sitting down.,The blond girl in the tank top is serving a man.,1
8698,8698,contradiction,Two children play outside in a field.,Two children are reading at their desks.,0
8699,8699,entailment,"Man in res and black wetsuit surfing, with a seagull in the foreground.",a man goes surfing as a seagull flies behind him,1
8700,8700,entailment,Someone bent down cleaning poles.,Someone is cleaning poles,1
8701,8701,entailment,A group of women dressed in black playing musical instruments in front of a large building.,a group of musicians play outside,1
8702,8702,entailment,Blond woman lounging on a couch pursing her lips.,A blond woman is on a couch.,1
8703,8703,neutral,A group of parachuters are shown midair in fall.,A group of people are skydiving,2
8704,8704,entailment,A woman is blowing bubbles and a little girl in a pink outfit is playing in front of her.,The woman is blowing air out of her mouth.,1
8705,8705,neutral,A man dressed in white walks a yellow rope on the ground that is attached to the handlebars of a bicycle.,the man is outside,2
8706,8706,entailment,A man in a suit is standing in front of a microphone.,A man is standing in front of a microphone.,1
8707,8707,contradiction,"A female golfer in red pants, a black and white jacket and a white hat makes a putt during a sunny day on the green.",The woman is skiing down a mountain.,0
8708,8708,contradiction,A woman wearing glasses in a hospital bed.,The woman is not wearing glasses.,0
8709,8709,neutral,Toddler with milk around his mouth.,The child was still unable to drink milk properly.,2
